"ONTOLOGY" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"GO:0050871" "BP" "GO:0050871" "positive regulation of B cell activation" "4/92" "152/18723" 0.00671353056200271 0.0231745910746055 0.0138024888199069 "TICAM1/IL10/IL7/TLR4" 4
"GO:0014068" "BP" "GO:0014068" "positive regulation of phosphatidylinositol 3-kinase signaling" "3/92" "79/18723" 0.00693535045577957 0.0239115564333721 0.0142414159229694 "IL18/JAK2/TNF" 3
"GO:0071229" "BP" "GO:0071229" "cellular response to acid chemical" "3/92" "80/18723" 0.00718026597101855 0.0245501767380759 0.0146217699748473 "MTOR/TNF/VEGFA" 3
"GO:0001562" "BP" "GO:0001562" "response to protozoan" "2/92" "26/18723" 0.00718896192086413 0.0245501767380759 0.0146217699748473 "SLC11A1/IL10" 2
"GO:0002407" "BP" "GO:0002407" "dendritic cell chemotaxis" "2/92" "26/18723" 0.00718896192086413 0.0245501767380759 0.0146217699748473 "CCR2/CCR5" 2
"GO:0045672" "BP" "GO:0045672" "positive regulation of osteoclast differentiation" "2/92" "26/18723" 0.00718896192086413 0.0245501767380759 0.0146217699748473 "IFNG/TNF" 2
"GO:0046697" "BP" "GO:0046697" "decidualization" "2/92" "26/18723" 0.00718896192086413 0.0245501767380759 0.0146217699748473 "CTSB/MAPK3" 2
"GO:0050926" "BP" "GO:0050926" "regulation of positive chemotaxis" "2/92" "26/18723" 0.00718896192086413 0.0245501767380759 0.0146217699748473 "CXCL8/VEGFA" 2
"GO:0060352" "BP" "GO:0060352" "cell adhesion molecule production" "2/92" "26/18723" 0.00718896192086413 0.0245501767380759 0.0146217699748473 "IL1B/CXCL8" 2
"GO:0070920" "BP" "GO:0070920" "regulation of production of small RNA involved in gene silencing by RNA" "2/92" "26/18723" 0.00718896192086413 0.0245501767380759 0.0146217699748473 "STAT3/TNF" 2
"GO:0051817" "BP" "GO:0051817" "modulation of process of other organism involved in symbiotic interaction" "3/92" "81/18723" 0.00743026218708615 0.0253440771987071 0.0150946068933804 "CX3CR1/CCL3/CD4" 3
"GO:0055074" "BP" "GO:0055074" "calcium ion homeostasis" "7/92" "460/18723" 0.00753134455746819 0.0256583885753839 0.015281806712725 "CX3CR1/CCR2/CCR5/CCL3/CD19/CXCL10/JAK2" 7
"GO:0002312" "BP" "GO:0002312" "B cell activation involved in immune response" "3/92" "82/18723" 0.00768536368209934 0.0261141432598521 0.0155532483496774 "CD19/IL10/TLR4" 3
"GO:0045861" "BP" "GO:0045861" "negative regulation of proteolysis" "6/92" "351/18723" 0.00768698431147354 0.0261141432598521 0.0155532483496774 "RAG1/FURIN/IL10/SERPINE1/TNF/VEGFA" 6
"GO:0046883" "BP" "GO:0046883" "regulation of hormone secretion" "5/92" "249/18723" 0.00769239735300659 0.0261141432598521 0.0155532483496774 "IL1B/DPP4/IFNG/JAK2/TNF" 5
"GO:0002719" "BP" "GO:0002719" "negative regulation of cytokine production involved in immune response" "2/92" "27/18723" 0.00773941373227212 0.0261193845347656 0.0155563699857037 "IL10/TNF" 2
"GO:0031954" "BP" "GO:0031954" "positive regulation of protein autophosphorylation" "2/92" "27/18723" 0.00773941373227212 0.0261193845347656 0.0155563699857037 "ACE/VEGFA" 2
"GO:0048873" "BP" "GO:0048873" "homeostasis of number of cells within a tissue" "2/92" "27/18723" 0.00773941373227212 0.0261193845347656 0.0155563699857037 "CCR2/IL7" 2
"GO:0061437" "BP" "GO:0061437" "renal system vasculature development" "2/92" "27/18723" 0.00773941373227212 0.0261193845347656 0.0155563699857037 "IL6R/NRP1" 2
"GO:0061440" "BP" "GO:0061440" "kidney vasculature development" "2/92" "27/18723" 0.00773941373227212 0.0261193845347656 0.0155563699857037 "IL6R/NRP1" 2
"GO:0071560" "BP" "GO:0071560" "cellular response to transforming growth factor beta stimulus" "5/92" "250/18723" 0.00781957218765141 0.0263589334776231 0.0156990422596164 "CX3CR1/STAT3/ADAM17/FURIN/HSPA5" 5
"GO:0060402" "BP" "GO:0060402" "calcium ion transport into cytosol" "4/92" "160/18723" 0.00801833683024344 0.0269656479818023 0.0160603936264583 "CCR5/CCL3/CD19/CXCL10" 4
"GO:0090316" "BP" "GO:0090316" "positive regulation of intracellular protein transport" "4/92" "160/18723" 0.00801833683024344 0.0269656479818023 0.0160603936264583 "IL1B/IFNG/JAK2/MAVS" 4
"GO:0010951" "BP" "GO:0010951" "negative regulation of endopeptidase activity" "5/92" "252/18723" 0.00807830775357339 0.0271355554014769 0.0161615883035479 "RAG1/FURIN/SERPINE1/TNF/VEGFA" 5
"GO:0007178" "BP" "GO:0007178" "transmembrane receptor protein serine/threonine kinase signaling pathway" "6/92" "355/18723" 0.00810512154624054 0.0271938190196295 0.0161962893662579 "STAT3/ADAM17/FURIN/HSPA5/JAK2/MAPK3" 6
"GO:0097305" "BP" "GO:0097305" "response to alcohol" "5/92" "253/18723" 0.00820988501840731 0.0274527665267003 0.0163505151758863 "CCR5/CCL3/STAT3/CD14/NLRP3" 5
"GO:0010660" "BP" "GO:0010660" "regulation of muscle cell apoptotic process" "3/92" "84/18723" 0.00821097717494276 0.0274527665267003 0.0163505151758863 "STK4/IFNG/JAK2" 3
"GO:0045445" "BP" "GO:0045445" "myoblast differentiation" "3/92" "84/18723" 0.00821097717494276 0.0274527665267003 0.0163505151758863 "CXCL10/IL18/TNF" 3
"GO:0002507" "BP" "GO:0002507" "tolerance induction" "2/92" "28/18723" 0.00830828505168749 0.0276173549403316 0.0164485419212868 "IL2RA/HLA-B" 2
"GO:0010575" "BP" "GO:0010575" "positive regulation of vascular endothelial growth factor production" "2/92" "28/18723" 0.00830828505168749 0.0276173549403316 0.0164485419212868 "IL1B/IL6ST" 2
"GO:0034123" "BP" "GO:0034123" "positive regulation of toll-like receptor signaling pathway" "2/92" "28/18723" 0.00830828505168749 0.0276173549403316 0.0164485419212868 "TLR3/RSAD2" 2
"GO:0051894" "BP" "GO:0051894" "positive regulation of focal adhesion assembly" "2/92" "28/18723" 0.00830828505168749 0.0276173549403316 0.0164485419212868 "NRP1/VEGFA" 2
"GO:0060259" "BP" "GO:0060259" "regulation of feeding behavior" "2/92" "28/18723" 0.00830828505168749 0.0276173549403316 0.0164485419212868 "STAT3/MTOR" 2
"GO:0051100" "BP" "GO:0051100" "negative regulation of binding" "4/92" "162/18723" 0.00836874053195169 0.0277861535349887 0.0165490761964363 "ACE/IL10/JAK2/MAPK3" 4
"GO:1901653" "BP" "GO:1901653" "cellular response to peptide" "6/92" "359/18723" 0.00853943879169152 0.0283201711428846 0.0168671302254755 "IL1B/STAT1/STAT3/JAK2/NFKB1/TLR4" 6
"GO:0071559" "BP" "GO:0071559" "response to transforming growth factor beta" "5/92" "256/18723" 0.00861355331685119 0.0285330162929603 0.016993898063356 "CX3CR1/STAT3/ADAM17/FURIN/HSPA5" 5
"GO:0015908" "BP" "GO:0015908" "fatty acid transport" "3/92" "86/18723" 0.00875728860197832 0.0289423853450883 0.0172377130134029 "CPT2/IL1B/ACE" 3
"GO:2000117" "BP" "GO:2000117" "negative regulation of cysteine-type endopeptidase activity" "3/92" "86/18723" 0.00875728860197832 0.0289423853450883 0.0172377130134029 "RAG1/TNF/VEGFA" 3
"GO:0002862" "BP" "GO:0002862" "negative regulation of inflammatory response to antigenic stimulus" "2/92" "29/18723" 0.00889538563341612 0.0292640865282601 0.0174293141065909 "FURIN/IL10" 2
"GO:0035066" "BP" "GO:0035066" "positive regulation of histone acetylation" "2/92" "29/18723" 0.00889538563341612 0.0292640865282601 0.0174293141065909 "IL1B/MAPK3" 2
"GO:0060969" "BP" "GO:0060969" "negative regulation of gene silencing" "2/92" "29/18723" 0.00889538563341612 0.0292640865282601 0.0174293141065909 "STAT3/TNF" 2
"GO:0072539" "BP" "GO:0072539" "T-helper 17 cell differentiation" "2/92" "29/18723" 0.00889538563341612 0.0292640865282601 0.0174293141065909 "IL6R/STAT3" 2
"GO:0045927" "BP" "GO:0045927" "positive regulation of growth" "5/92" "259/18723" 0.00903079743092973 0.0296322857657201 0.0176486088437528 "ADAM17/IL7/MTOR/NRP1/VEGFA" 5
"GO:0019915" "BP" "GO:0019915" "lipid storage" "3/92" "87/18723" 0.00903825986447452 0.0296322857657201 0.0176486088437528 "IL1B/NFKB1/TNF" 3
"GO:1900182" "BP" "GO:1900182" "positive regulation of protein localization to nucleus" "3/92" "87/18723" 0.00903825986447452 0.0296322857657201 0.0176486088437528 "IFNG/JAK2/MAVS" 3
"GO:0030307" "BP" "GO:0030307" "positive regulation of cell growth" "4/92" "166/18723" 0.00909937665909394 0.0297986428334296 0.0177476889768081 "ADAM17/MTOR/NRP1/VEGFA" 4
"GO:1903034" "BP" "GO:1903034" "regulation of response to wounding" "4/92" "167/18723" 0.00928832910695765 0.0303827804045357 0.0180955938122601 "IL10/MTOR/SERPINE1/TNF" 4
"GO:0010466" "BP" "GO:0010466" "negative regulation of peptidase activity" "5/92" "262/18723" 0.00946183515218098 0.0307962894534147 0.0183418744912032 "RAG1/FURIN/SERPINE1/TNF/VEGFA" 5
"GO:0019886" "BP" "GO:0019886" "antigen processing and presentation of exogenous peptide antigen via MHC class II" "2/92" "30/18723" 0.00950052662107431 0.0307962894534147 0.0183418744912032 "CTSL/CTSS" 2
"GO:0034390" "BP" "GO:0034390" "smooth muscle cell apoptotic process" "2/92" "30/18723" 0.00950052662107431 0.0307962894534147 0.0183418744912032 "STK4/IFNG" 2
"GO:0034391" "BP" "GO:0034391" "regulation of smooth muscle cell apoptotic process" "2/92" "30/18723" 0.00950052662107431 0.0307962894534147 0.0183418744912032 "STK4/IFNG" 2
"GO:0045577" "BP" "GO:0045577" "regulation of B cell differentiation" "2/92" "30/18723" 0.00950052662107431 0.0307962894534147 0.0183418744912032 "IL10/IL7" 2
"GO:0045940" "BP" "GO:0045940" "positive regulation of steroid metabolic process" "2/92" "30/18723" 0.00950052662107431 0.0307962894534147 0.0183418744912032 "IFNG/TNF" 2
"GO:0045948" "BP" "GO:0045948" "positive regulation of translational initiation" "2/92" "30/18723" 0.00950052662107431 0.0307962894534147 0.0183418744912032 "MTOR/TNF" 2
"GO:1900101" "BP" "GO:1900101" "regulation of endoplasmic reticulum unfolded protein response" "2/92" "30/18723" 0.00950052662107431 0.0307962894534147 0.0183418744912032 "HSPA5/ERN1" 2
"GO:0010657" "BP" "GO:0010657" "muscle cell apoptotic process" "3/92" "89/18723" 0.00961593506157116 0.0311001863703067 0.0185228715920497 "STK4/IFNG/JAK2" 3
"GO:1900407" "BP" "GO:1900407" "regulation of cellular response to oxidative stress" "3/92" "89/18723" 0.00961593506157116 0.0311001863703067 0.0185228715920497 "IL10/TLR4/MCL1" 3
"GO:0034109" "BP" "GO:0034109" "homotypic cell-cell adhesion" "3/92" "90/18723" 0.00991267758110143 0.0319519753231463 0.019030186153098 "IL6ST/JAK1/JAK2" 3
"GO:0035304" "BP" "GO:0035304" "regulation of protein dephosphorylation" "3/92" "90/18723" 0.00991267758110143 0.0319519753231463 0.019030186153098 "JAK2/MTOR/TNF" 3
"GO:0045638" "BP" "GO:0045638" "negative regulation of myeloid cell differentiation" "3/92" "90/18723" 0.00991267758110143 0.0319519753231463 0.019030186153098 "TLR3/CCL3/TLR4" 3
"GO:0030212" "BP" "GO:0030212" "hyaluronan metabolic process" "2/92" "31/18723" 0.010123520538772 0.0324133232857894 0.0193049590746987 "IL1B/NFKB1" 2
"GO:0032148" "BP" "GO:0032148" "activation of protein kinase B activity" "2/92" "31/18723" 0.010123520538772 0.0324133232857894 0.0193049590746987 "IL18/MTOR" 2
"GO:0043171" "BP" "GO:0043171" "peptide catabolic process" "2/92" "31/18723" 0.010123520538772 0.0324133232857894 0.0193049590746987 "ACE/ANPEP" 2
"GO:0048566" "BP" "GO:0048566" "embryonic digestive tract development" "2/92" "31/18723" 0.010123520538772 0.0324133232857894 0.0193049590746987 "CXCL8/TNF" 2
"GO:0070723" "BP" "GO:0070723" "response to cholesterol" "2/92" "31/18723" 0.010123520538772 0.0324133232857894 0.0193049590746987 "CCR5/CCL3" 2
"GO:0090183" "BP" "GO:0090183" "regulation of kidney development" "2/92" "31/18723" 0.010123520538772 0.0324133232857894 0.0193049590746987 "STAT1/VEGFA" 2
"GO:0002253" "BP" "GO:0002253" "activation of immune response" "6/92" "375/18723" 0.0104452175362665 0.0334060854834714 0.0198962354898992 "IL1B/TBK1/CD19/HLA-A/MAVS/TLR4" 6
"GO:0031058" "BP" "GO:0031058" "positive regulation of histone modification" "3/92" "92/18723" 0.010522063905061 0.0336144243997056 0.0200203194727758 "IL1B/VEGFA/MAPK3" 3
"GO:0009896" "BP" "GO:0009896" "positive regulation of catabolic process" "7/92" "492/18723" 0.0106681920292796 0.0340096024674388 0.0202556824547676 "IL1B/TBK1/TICAM1/FURIN/IFNG/TNF/MAPK3" 7
"GO:0007584" "BP" "GO:0007584" "response to nutrient" "4/92" "174/18723" 0.0106829500744921 0.0340096024674388 0.0202556824547676 "STAT1/CXCL10/MTOR/SLC6A19" 4
"GO:0048639" "BP" "GO:0048639" "positive regulation of developmental growth" "4/92" "174/18723" 0.0106829500744921 0.0340096024674388 0.0202556824547676 "IL7/MTOR/NRP1/VEGFA" 4
"GO:0007435" "BP" "GO:0007435" "salivary gland morphogenesis" "2/92" "32/18723" 0.0107641812823474 0.0340096024674388 0.0202556824547676 "NRP1/TNF" 2
"GO:0010743" "BP" "GO:0010743" "regulation of macrophage derived foam cell differentiation" "2/92" "32/18723" 0.0107641812823474 0.0340096024674388 0.0202556824547676 "IL18/NFKB1" 2
"GO:0035767" "BP" "GO:0035767" "endothelial cell chemotaxis" "2/92" "32/18723" 0.0107641812823474 0.0340096024674388 0.0202556824547676 "NRP1/VEGFA" 2
"GO:0045761" "BP" "GO:0045761" "regulation of adenylate cyclase activity" "2/92" "32/18723" 0.0107641812823474 0.0340096024674388 0.0202556824547676 "CCR2/CAP1" 2
"GO:0048841" "BP" "GO:0048841" "regulation of axon extension involved in axon guidance" "2/92" "32/18723" 0.0107641812823474 0.0340096024674388 0.0202556824547676 "NRP1/VEGFA" 2
"GO:0090022" "BP" "GO:0090022" "regulation of neutrophil chemotaxis" "2/92" "32/18723" 0.0107641812823474 0.0340096024674388 0.0202556824547676 "CXCL8/DPP4" 2
"GO:1900745" "BP" "GO:1900745" "positive regulation of p38MAPK cascade" "2/92" "32/18723" 0.0107641812823474 0.0340096024674388 0.0202556824547676 "IL1B/VEGFA" 2
"GO:0032088" "BP" "GO:0032088" "negative regulation of NF-kappaB transcription factor activity" "3/92" "93/18723" 0.010834742310851 0.0341949229854552 0.0203660569752839 "TRAF3/IL10/NLRP3" 3
"GO:0048771" "BP" "GO:0048771" "tissue remodeling" "4/92" "175/18723" 0.0108926128512878 0.0343398288791423 0.0204523610645823 "CCR2/ACE/IL18/IL7" 4
"GO:0043534" "BP" "GO:0043534" "blood vessel endothelial cell migration" "4/92" "176/18723" 0.0111049204530724 0.0349707582688858 0.0208281345062819 "ADAM17/NRP1/TNF/VEGFA" 4
"GO:0032091" "BP" "GO:0032091" "negative regulation of protein binding" "3/92" "94/18723" 0.0111527661999599 0.0350445782563292 0.0208721007427558 "ACE/IL10/MAPK3" 3
"GO:0045185" "BP" "GO:0045185" "maintenance of protein location" "3/92" "94/18723" 0.0111527661999599 0.0350445782563292 0.0208721007427558 "CD4/HSPA5/IL10" 3
"GO:0002335" "BP" "GO:0002335" "mature B cell differentiation" "2/92" "33/18723" 0.0114223241106535 0.0357352013570771 0.0212834269921017 "CD19/IL10" 2
"GO:0045648" "BP" "GO:0045648" "positive regulation of erythrocyte differentiation" "2/92" "33/18723" 0.0114223241106535 0.0357352013570771 0.0212834269921017 "STAT1/STAT3" 2
"GO:0150117" "BP" "GO:0150117" "positive regulation of cell-substrate junction organization" "2/92" "33/18723" 0.0114223241106535 0.0357352013570771 0.0212834269921017 "NRP1/VEGFA" 2
"GO:1902692" "BP" "GO:1902692" "regulation of neuroblast proliferation" "2/92" "33/18723" 0.0114223241106535 0.0357352013570771 0.0212834269921017 "CX3CR1/VEGFA" 2
"GO:0008593" "BP" "GO:0008593" "regulation of Notch signaling pathway" "3/92" "95/18723" 0.0114761512640275 0.0358645336564603 0.0213604556486395 "IL6ST/STAT3/AAK1" 3
"GO:0010721" "BP" "GO:0010721" "negative regulation of cell development" "4/92" "180/18723" 0.0119808371805607 0.0371601956247712 0.0221321352771783 "IL1B/NRP1/TNF/VEGFA" 4
"GO:0001662" "BP" "GO:0001662" "behavioral fear response" "2/92" "34/18723" 0.0120977656368945 0.0371601956247712 0.0221321352771783 "RAG1/DPP4" 2
"GO:0002446" "BP" "GO:0002446" "neutrophil mediated immunity" "2/92" "34/18723" 0.0120977656368945 0.0371601956247712 0.0221321352771783 "ACE/ADAM17" 2
"GO:0002495" "BP" "GO:0002495" "antigen processing and presentation of peptide antigen via MHC class II" "2/92" "34/18723" 0.0120977656368945 0.0371601956247712 0.0221321352771783 "CTSL/CTSS" 2
"GO:0007431" "BP" "GO:0007431" "salivary gland development" "2/92" "34/18723" 0.0120977656368945 0.0371601956247712 0.0221321352771783 "NRP1/TNF" 2
"GO:0010661" "BP" "GO:0010661" "positive regulation of muscle cell apoptotic process" "2/92" "34/18723" 0.0120977656368945 0.0371601956247712 0.0221321352771783 "STK4/IFNG" 2
"GO:0014072" "BP" "GO:0014072" "response to isoquinoline alkaloid" "2/92" "34/18723" 0.0120977656368945 0.0371601956247712 0.0221321352771783 "FADD/MTOR" 2
"GO:0014808" "BP" "GO:0014808" "release of sequestered calcium ion into cytosol by sarcoplasmic reticulum" "2/92" "34/18723" 0.0120977656368945 0.0371601956247712 0.0221321352771783 "CCR5/CCL3" 2
"GO:0043276" "BP" "GO:0043276" "anoikis" "2/92" "34/18723" 0.0120977656368945 0.0371601956247712 0.0221321352771783 "MTOR/MCL1" 2
"GO:0043278" "BP" "GO:0043278" "response to morphine" "2/92" "34/18723" 0.0120977656368945 0.0371601956247712 0.0221321352771783 "FADD/MTOR" 2
"GO:0044319" "BP" "GO:0044319" "wound healing, spreading of cells" "2/92" "34/18723" 0.0120977656368945 0.0371601956247712 0.0221321352771783 "ADAM17/MTOR" 2
"GO:0048536" "BP" "GO:0048536" "spleen development" "2/92" "34/18723" 0.0120977656368945 0.0371601956247712 0.0221321352771783 "FADD/ADAM17" 2
"GO:0055094" "BP" "GO:0055094" "response to lipoprotein particle" "2/92" "34/18723" 0.0120977656368945 0.0371601956247712 0.0221321352771783 "TICAM1/TLR4" 2
"GO:0070884" "BP" "GO:0070884" "regulation of calcineurin-NFAT signaling cascade" "2/92" "34/18723" 0.0120977656368945 0.0371601956247712 0.0221321352771783 "MTOR/TNF" 2
"GO:0090505" "BP" "GO:0090505" "epiboly involved in wound healing" "2/92" "34/18723" 0.0120977656368945 0.0371601956247712 0.0221321352771783 "ADAM17/MTOR" 2
"GO:2000758" "BP" "GO:2000758" "positive regulation of peptidyl-lysine acetylation" "2/92" "34/18723" 0.0120977656368945 0.0371601956247712 0.0221321352771783 "IL1B/MAPK3" 2
"GO:0043542" "BP" "GO:0043542" "endothelial cell migration" "5/92" "279/18723" 0.0121751529699583 0.0373579480018379 0.0222499140532864 "ADAM17/DPP4/NRP1/TNF/VEGFA" 5
"GO:1905952" "BP" "GO:1905952" "regulation of lipid localization" "4/92" "181/18723" 0.0122065462735683 0.0374143019185574 0.0222834777223485 "IL1B/FURIN/NFKB1/TNF" 4
"GO:0060401" "BP" "GO:0060401" "cytosolic calcium ion transport" "4/92" "182/18723" 0.0124349701869759 0.038073810636455 0.0226762726448612 "CCR5/CCL3/CD19/CXCL10" 4
"GO:1902882" "BP" "GO:1902882" "regulation of response to oxidative stress" "3/92" "98/18723" 0.0124786210112154 0.0381667726775407 0.022731639642649 "IL10/TLR4/MCL1" 3
"GO:0040013" "BP" "GO:0040013" "negative regulation of locomotion" "6/92" "391/18723" 0.0126364107850833 0.0385672388679693 0.0229701521626045 "CX3CR1/STAT3/DPP4/NRP1/SERPINE1/TNF" 6
"GO:0042176" "BP" "GO:0042176" "regulation of protein catabolic process" "6/92" "391/18723" 0.0126364107850833 0.0385672388679693 0.0229701521626045 "IL1B/FURIN/IFNG/IL10/PSMD1/TNF" 6
"GO:0001893" "BP" "GO:0001893" "maternal placenta development" "2/92" "35/18723" 0.0127903238200146 0.0387079136049336 0.0230539362292982 "CTSB/MAPK3" 2
"GO:0002209" "BP" "GO:0002209" "behavioral defense response" "2/92" "35/18723" 0.0127903238200146 0.0387079136049336 0.0230539362292982 "RAG1/DPP4" 2
"GO:0032814" "BP" "GO:0032814" "regulation of natural killer cell activation" "2/92" "35/18723" 0.0127903238200146 0.0387079136049336 0.0230539362292982 "TICAM1/IL18" 2
"GO:0072528" "BP" "GO:0072528" "pyrimidine-containing compound biosynthetic process" "2/92" "35/18723" 0.0127903238200146 0.0387079136049336 0.0230539362292982 "MTOR/TBPL1" 2
"GO:0090050" "BP" "GO:0090050" "positive regulation of cell migration involved in sprouting angiogenesis" "2/92" "35/18723" 0.0127903238200146 0.0387079136049336 0.0230539362292982 "NRP1/VEGFA" 2
"GO:0090504" "BP" "GO:0090504" "epiboly" "2/92" "35/18723" 0.0127903238200146 0.0387079136049336 0.0230539362292982 "ADAM17/MTOR" 2
"GO:0106056" "BP" "GO:0106056" "regulation of calcineurin-mediated signaling" "2/92" "35/18723" 0.0127903238200146 0.0387079136049336 0.0230539362292982 "MTOR/TNF" 2
"GO:1903514" "BP" "GO:1903514" "release of sequestered calcium ion into cytosol by endoplasmic reticulum" "2/92" "35/18723" 0.0127903238200146 0.0387079136049336 0.0230539362292982 "CCR5/CCL3" 2
"GO:0044262" "BP" "GO:0044262" "cellular carbohydrate metabolic process" "5/92" "283/18723" 0.0128830302865346 0.0389474347188708 0.0231965919286633 "RANBP2/IL6ST/STAT3/MST1/MTOR" 5
"GO:0002040" "BP" "GO:0002040" "sprouting angiogenesis" "4/92" "185/18723" 0.0131366420529109 0.0396723827297161 0.023628361653639 "IL10/JAK1/NRP1/VEGFA" 4
"GO:0019218" "BP" "GO:0019218" "regulation of steroid metabolic process" "3/92" "100/18723" 0.0131739996999899 0.039701707385489 0.0236458270420098 "IFNG/NFKB1/TNF" 3
"GO:0045807" "BP" "GO:0045807" "positive regulation of endocytosis" "3/92" "100/18723" 0.0131739996999899 0.039701707385489 0.0236458270420098 "CD14/SERPINE1/VEGFA" 3
"GO:0002504" "BP" "GO:0002504" "antigen processing and presentation of peptide or polysaccharide antigen via MHC class II" "2/92" "36/18723" 0.0134998179561359 0.0404290689989805 0.0240790342777244 "CTSL/CTSS" 2
"GO:0002691" "BP" "GO:0002691" "regulation of cellular extravasation" "2/92" "36/18723" 0.0134998179561359 0.0404290689989805 0.0240790342777244 "CCR2/FADD" 2
"GO:0030224" "BP" "GO:0030224" "monocyte differentiation" "2/92" "36/18723" 0.0134998179561359 0.0404290689989805 0.0240790342777244 "CD4/VEGFA" 2
"GO:0036314" "BP" "GO:0036314" "response to sterol" "2/92" "36/18723" 0.0134998179561359 0.0404290689989805 0.0240790342777244 "CCR5/CCL3" 2
"GO:0042119" "BP" "GO:0042119" "neutrophil activation" "2/92" "36/18723" 0.0134998179561359 0.0404290689989805 0.0240790342777244 "CXCL8/IL18" 2
"GO:0042755" "BP" "GO:0042755" "eating behavior" "2/92" "36/18723" 0.0134998179561359 0.0404290689989805 0.0240790342777244 "STAT3/MTOR" 2
"GO:0045833" "BP" "GO:0045833" "negative regulation of lipid metabolic process" "3/92" "102/18723" 0.013891147165062 0.0414712834283347 0.0246997638070092 "IL1B/NFKB1/TNF" 3
"GO:0062014" "BP" "GO:0062014" "negative regulation of small molecule metabolic process" "3/92" "102/18723" 0.013891147165062 0.0414712834283347 0.0246997638070092 "STAT3/MST1/NFKB1" 3
"GO:1902106" "BP" "GO:1902106" "negative regulation of leukocyte differentiation" "3/92" "102/18723" 0.013891147165062 0.0414712834283347 0.0246997638070092 "TLR3/CCL3/TLR4" 3
"GO:0071375" "BP" "GO:0071375" "cellular response to peptide hormone stimulus" "5/92" "290/18723" 0.0141880997144942 0.0422515710655383 0.0251644931027341 "IL1B/STAT1/STAT3/JAK2/NFKB1" 5
"GO:0032885" "BP" "GO:0032885" "regulation of polysaccharide biosynthetic process" "2/92" "37/18723" 0.0142260686700472 0.0422515710655383 0.0251644931027341 "MTOR/NFKB1" 2
"GO:0048846" "BP" "GO:0048846" "axon extension involved in axon guidance" "2/92" "37/18723" 0.0142260686700472 0.0422515710655383 0.0251644931027341 "NRP1/VEGFA" 2
"GO:0060416" "BP" "GO:0060416" "response to growth hormone" "2/92" "37/18723" 0.0142260686700472 0.0422515710655383 0.0251644931027341 "STAT3/JAK2" 2
"GO:1902284" "BP" "GO:1902284" "neuron projection extension involved in neuron projection guidance" "2/92" "37/18723" 0.0142260686700472 0.0422515710655383 0.0251644931027341 "NRP1/VEGFA" 2
"GO:0060485" "BP" "GO:0060485" "mesenchyme development" "5/92" "291/18723" 0.0143815368317874 0.0426691877901791 0.0254132202606074 "IL1B/STAT1/MTOR/NRP1/MAPK3" 5
"GO:0010613" "BP" "GO:0010613" "positive regulation of cardiac muscle hypertrophy" "2/92" "38/18723" 0.0149688979067426 0.044138269803044 0.0262881866405023 "IL6ST/MTOR" 2
"GO:0042596" "BP" "GO:0042596" "fear response" "2/92" "38/18723" 0.0149688979067426 0.044138269803044 0.0262881866405023 "RAG1/DPP4" 2
"GO:0048246" "BP" "GO:0048246" "macrophage chemotaxis" "2/92" "38/18723" 0.0149688979067426 0.044138269803044 0.0262881866405023 "CCL3/MAPK3" 2
"GO:0072538" "BP" "GO:0072538" "T-helper 17 type immune response" "2/92" "38/18723" 0.0149688979067426 0.044138269803044 0.0262881866405023 "IL6R/STAT3" 2
"GO:0098926" "BP" "GO:0098926" "postsynaptic signal transduction" "2/92" "38/18723" 0.0149688979067426 0.044138269803044 0.0262881866405023 "STAT3/JAK2" 2
"GO:1903580" "BP" "GO:1903580" "positive regulation of ATP metabolic process" "2/92" "38/18723" 0.0149688979067426 0.044138269803044 0.0262881866405023 "STAT3/IFNG" 2
"GO:0062207" "BP" "GO:0062207" "regulation of pattern recognition receptor signaling pathway" "3/92" "105/18723" 0.015007877281916 0.0442078190293976 0.0263296092665192 "TLR3/RSAD2/TLR4" 3
"GO:0050890" "BP" "GO:0050890" "cognition" "5/92" "296/18723" 0.0153754101310419 0.0451514066147953 0.0268915979141777 "CX3CR1/RAG1/MAGT1/MTOR/TNF" 5
"GO:0006766" "BP" "GO:0006766" "vitamin metabolic process" "3/92" "106/18723" 0.0153910957785113 0.0451514066147953 0.0268915979141777 "IFNG/NFKB1/TNF" 3
"GO:0046620" "BP" "GO:0046620" "regulation of organ growth" "3/92" "106/18723" 0.0153910957785113 0.0451514066147953 0.0268915979141777 "STK4/IL7/MTOR" 3
"GO:1903707" "BP" "GO:1903707" "negative regulation of hemopoiesis" "3/92" "106/18723" 0.0153910957785113 0.0451514066147953 0.0268915979141777 "TLR3/CCL3/TLR4" 3
"GO:0002701" "BP" "GO:0002701" "negative regulation of production of molecular mediator of immune response" "2/92" "39/18723" 0.01572812892301 0.0459991713512065 0.0273965157036031 "IL10/TNF" 2
"GO:0014742" "BP" "GO:0014742" "positive regulation of muscle hypertrophy" "2/92" "39/18723" 0.01572812892301 0.0459991713512065 0.0273965157036031 "IL6ST/MTOR" 2
"GO:0045622" "BP" "GO:0045622" "regulation of T-helper cell differentiation" "2/92" "39/18723" 0.01572812892301 0.0459991713512065 0.0273965157036031 "IL18/NLRP3" 2
